name,datetime,min,max
이촌한강공원,2023-02-12 22:25,2000,2500
남산공원,2023-02-12 22:25,7500,8000
경복궁·서촌마을,2023-02-12 22:25,4500,5000
월드컵공원,2023-02-12 22:25,3000,3500
잠실종합운동장,2023-02-12 22:25,2500,3000
광화문·덕수궁,2023-02-12 22:25,4000,4500
반포한강공원,2023-02-12 22:25,2000,2500
뚝섬한강공원,2023-02-12 22:25,2000,2500
잠실한강공원,2023-02-12 22:25,2500,3000
북서울꿈의숲,2023-02-12 22:25,3500,4000
이태원 관광특구,2023-02-12 22:25,5500,6000
망원한강공원,2023-02-12 22:25,1000,1500
강남 MICE 관광특구,2023-02-12 22:25,2000,2500
종로·청계 관광특구,2023-02-12 22:25,8000,8500
잠실 관광특구,2023-02-12 22:25,22000,24000
동대문 관광특구,2023-02-12 22:25,16000,18000
홍대 관광특구,2023-02-12 22:25,42000,44000
북촌한옥마을,2023-02-12 22:25,500,600
명동 관광특구,2023-02-12 22:25,8500,9000
성수카페거리,2023-02-12 22:25,2500,3000
여의도,2023-02-12 22:25,22000,24000
DMC(디지털미디어시티),2023-02-12 22:25,6500,7000
가로수길,2023-02-12 22:25,10000,12000
압구정로데오거리,2023-02-12 22:25,7000,7500
인사동·익선동,2023-02-12 22:25,7000,7500
노량진,2023-02-12 22:25,9000,9500
쌍문동 맛집거리,2023-02-12 22:25,2500,3000
창동 신경제 중심지,2023-02-12 22:25,20000,22000
낙산공원·이화마을,2023-02-12 22:25,200,300
수유리 먹자골목,2023-02-12 22:25,10000,12000
영등포 타임스퀘어,2023-02-12 22:25,7500,8000
구로디지털단지역,2023-02-12 22:25,6500,7000
선릉역,2023-02-12 22:25,14000,16000
역삼역,2023-02-12 22:25,7000,7500
가산디지털단지역,2023-02-12 22:25,7500,8000
서울역,2023-02-12 22:25,2000,2500
고속터미널역,2023-02-12 22:25,4500,5000
강남역,2023-02-12 22:25,26000,28000
교대역,2023-02-12 22:25,4000,4500
용산역,2023-02-12 22:25,6500,7000
연신내역,2023-02-12 22:25,5500,6000
왕십리역,2023-02-12 22:25,7000,7500
신림역,2023-02-12 22:25,12000,14000
건대입구역,2023-02-12 22:25,16000,18000
신촌·이대역,2023-02-12 22:25,16000,18000
신도림역,2023-02-12 22:25,2000,2500
국립중앙박물관·용산가족공원,2023-02-12 22:40,400,500
서울숲공원,2023-02-12 22:40,5500,6000
창덕궁·종묘,2023-02-12 22:40,3500,4000
서울대공원,2023-02-12 22:40,600,700
이촌한강공원,2023-02-12 22:40,2000,2500
경복궁·서촌마을,2023-02-12 22:40,4500,5000
월드컵공원,2023-02-12 22:40,2500,3000
잠실종합운동장,2023-02-12 22:40,2000,2500
남산공원,2023-02-12 22:40,6500,7000
광화문·덕수궁,2023-02-12 22:40,4000,4500
반포한강공원,2023-02-12 22:40,1500,2000
잠실한강공원,2023-02-12 22:40,2000,2500
뚝섬한강공원,2023-02-12 22:40,1500,2000
북서울꿈의숲,2023-02-12 22:40,3500,4000
망원한강공원,2023-02-12 22:40,1000,1500
이태원 관광특구,2023-02-12 22:40,5000,5500
강남 MICE 관광특구,2023-02-12 22:40,1500,2000
동대문 관광특구,2023-02-12 22:40,18000,20000
잠실 관광특구,2023-02-12 22:40,20000,22000
종로·청계 관광특구,2023-02-12 22:40,8000,8500
홍대 관광특구,2023-02-12 22:40,38000,40000
북촌한옥마을,2023-02-12 22:40,500,600
여의도,2023-02-12 22:40,22000,24000
성수카페거리,2023-02-12 22:40,2500,3000
명동 관광특구,2023-02-12 22:40,7500,8000
DMC(디지털미디어시티),2023-02-12 22:40,6500,7000
가로수길,2023-02-12 22:40,10000,12000
압구정로데오거리,2023-02-12 22:40,6500,7000
노량진,2023-02-12 22:40,9000,9500
쌍문동 맛집거리,2023-02-12 22:40,2500,3000
창동 신경제 중심지,2023-02-12 22:40,18000,20000
인사동·익선동,2023-02-12 22:40,6500,7000
수유리 먹자골목,2023-02-12 22:40,10000,12000
영등포 타임스퀘어,2023-02-12 22:40,7000,7500
낙산공원·이화마을,2023-02-12 22:40,200,300
구로디지털단지역,2023-02-12 22:40,6500,7000
선릉역,2023-02-12 22:40,14000,16000
역삼역,2023-02-12 22:40,7000,7500
가산디지털단지역,2023-02-12 22:40,7000,7500
서울역,2023-02-12 22:40,2000,2500
고속터미널역,2023-02-12 22:40,4000,4500
교대역,2023-02-12 22:40,3500,4000
용산역,2023-02-12 22:40,5500,6000
강남역,2023-02-12 22:40,24000,26000
연신내역,2023-02-12 22:40,5000,5500
왕십리역,2023-02-12 22:40,7000,7500
신림역,2023-02-12 22:40,10000,12000
신도림역,2023-02-12 22:40,2000,2500
신촌·이대역,2023-02-12 22:40,14000,16000
건대입구역,2023-02-12 22:40,14000,16000
국립중앙박물관·용산가족공원,2023-02-12 23:25,400,500
서울숲공원,2023-02-12 23:25,4000,4500
창덕궁·종묘,2023-02-12 23:25,3000,3500
서울대공원,2023-02-12 23:25,600,700
이촌한강공원,2023-02-12 23:25,2000,2500
경복궁·서촌마을,2023-02-12 23:25,4500,5000
잠실종합운동장,2023-02-12 23:25,2000,2500
남산공원,2023-02-12 23:25,6000,6500
월드컵공원,2023-02-12 23:25,2000,2500
광화문·덕수궁,2023-02-12 23:25,3500,4000
반포한강공원,2023-02-12 23:25,1000,1500
잠실한강공원,2023-02-12 23:25,2000,2500
뚝섬한강공원,2023-02-12 23:25,1500,2000
북서울꿈의숲,2023-02-12 23:25,3500,4000
망원한강공원,2023-02-12 23:25,800,900
이태원 관광특구,2023-02-12 23:25,4000,4500
강남 MICE 관광특구,2023-02-12 23:25,1000,1500
종로·청계 관광특구,2023-02-12 23:25,6000,6500
동대문 관광특구,2023-02-12 23:25,18000,20000
잠실 관광특구,2023-02-12 23:25,16000,18000
홍대 관광특구,2023-02-12 23:25,30000,32000
북촌한옥마을,2023-02-12 23:25,500,600
여의도,2023-02-12 23:25,20000,22000
성수카페거리,2023-02-12 23:25,2000,2500
명동 관광특구,2023-02-12 23:25,5500,6000
DMC(디지털미디어시티),2023-02-12 23:25,5500,6000
가로수길,2023-02-12 23:25,8500,9000
압구정로데오거리,2023-02-12 23:25,5500,6000
쌍문동 맛집거리,2023-02-12 23:25,2000,2500
노량진,2023-02-12 23:25,7500,8000
인사동·익선동,2023-02-12 23:25,5000,5500
창동 신경제 중심지,2023-02-12 23:25,18000,20000
영등포 타임스퀘어,2023-02-12 23:25,5000,5500
수유리 먹자골목,2023-02-12 23:25,9500,10000
낙산공원·이화마을,2023-02-12 23:25,200,300
구로디지털단지역,2023-02-12 23:25,5500,6000
선릉역,2023-02-12 23:25,12000,14000
역삼역,2023-02-12 23:25,7000,7500
서울역,2023-02-12 23:25,1500,2000
가산디지털단지역,2023-02-12 23:25,6000,6500
고속터미널역,2023-02-12 23:25,3000,3500
교대역,2023-02-12 23:25,3000,3500
강남역,2023-02-12 23:25,18000,20000
용산역,2023-02-12 23:25,3500,4000
연신내역,2023-02-12 23:25,4500,5000
왕십리역,2023-02-12 23:25,5500,6000
신림역,2023-02-12 23:25,10000,12000
신도림역,2023-02-12 23:25,1500,2000
신촌·이대역,2023-02-12 23:25,12000,14000
건대입구역,2023-02-12 23:25,12000,14000
국립중앙박물관·용산가족공원,2023-02-12 23:40,400,500
서울숲공원,2023-02-12 23:40,4000,4500
서울대공원,2023-02-12 23:40,600,700
창덕궁·종묘,2023-02-12 23:40,3000,3500
이촌한강공원,2023-02-12 23:40,1500,2000
경복궁·서촌마을,2023-02-12 23:40,4000,4500
남산공원,2023-02-12 23:40,5500,6000
잠실종합운동장,2023-02-12 23:40,2000,2500
월드컵공원,2023-02-12 23:40,2000,2500
광화문·덕수궁,2023-02-12 23:40,3000,3500
반포한강공원,2023-02-12 23:40,1000,1500
뚝섬한강공원,2023-02-12 23:40,1500,2000
잠실한강공원,2023-02-12 23:40,2000,2500
북서울꿈의숲,2023-02-12 23:40,3500,4000
망원한강공원,2023-02-12 23:40,800,900
이태원 관광특구,2023-02-12 23:40,4000,4500
강남 MICE 관광특구,2023-02-12 23:40,1000,1500
동대문 관광특구,2023-02-12 23:40,18000,20000
종로·청계 관광특구,2023-02-12 23:40,6000,6500
잠실 관광특구,2023-02-12 23:40,16000,18000
북촌한옥마을,2023-02-12 23:40,400,500
DMC(디지털미디어시티),2023-02-12 23:40,5500,6000
여의도,2023-02-12 23:40,18000,20000
홍대 관광특구,2023-02-12 23:40,30000,32000
성수카페거리,2023-02-12 23:40,1500,2000
명동 관광특구,2023-02-12 23:40,5500,6000
가로수길,2023-02-12 23:40,8000,8500
압구정로데오거리,2023-02-12 23:40,5000,5500
창동 신경제 중심지,2023-02-12 23:40,16000,18000
인사동·익선동,2023-02-12 23:40,5000,5500
쌍문동 맛집거리,2023-02-12 23:40,2000,2500
노량진,2023-02-12 23:40,7000,7500
영등포 타임스퀘어,2023-02-12 23:40,5000,5500
수유리 먹자골목,2023-02-12 23:40,9000,9500
낙산공원·이화마을,2023-02-12 23:40,200,300
구로디지털단지역,2023-02-12 23:40,6000,6500
선릉역,2023-02-12 23:40,12000,14000
역삼역,2023-02-12 23:40,6000,6500
가산디지털단지역,2023-02-12 23:40,6000,6500
서울역,2023-02-12 23:40,1500,2000
고속터미널역,2023-02-12 23:40,2500,3000
강남역,2023-02-12 23:40,16000,18000
교대역,2023-02-12 23:40,2500,3000
용산역,2023-02-12 23:40,3500,4000
연신내역,2023-02-12 23:40,4500,5000
왕십리역,2023-02-12 23:40,5500,6000
신림역,2023-02-12 23:40,10000,12000
건대입구역,2023-02-12 23:40,12000,14000
신도림역,2023-02-12 23:40,1500,2000
신촌·이대역,2023-02-12 23:40,12000,14000
국립중앙박물관·용산가족공원,2023-02-13 00:25,300,400
서울숲공원,2023-02-13 00:25,3500,4000
서울대공원,2023-02-13 00:25,600,700
창덕궁·종묘,2023-02-13 00:25,2500,3000
이촌한강공원,2023-02-13 00:25,1500,2000
경복궁·서촌마을,2023-02-13 00:25,4000,4500
잠실종합운동장,2023-02-13 00:25,1500,2000
남산공원,2023-02-13 00:25,5000,5500
월드컵공원,2023-02-13 00:25,1500,2000
광화문·덕수궁,2023-02-13 00:25,2500,3000
반포한강공원,2023-02-13 00:25,1000,1500
뚝섬한강공원,2023-02-13 00:25,1000,1500
잠실한강공원,2023-02-13 00:25,1500,2000
북서울꿈의숲,2023-02-13 00:25,3500,4000
망원한강공원,2023-02-13 00:25,700,800
이태원 관광특구,2023-02-13 00:25,3500,4000
강남 MICE 관광특구,2023-02-13 00:25,900,1000
종로·청계 관광특구,2023-02-13 00:25,5500,6000
동대문 관광특구,2023-02-13 00:25,18000,20000
잠실 관광특구,2023-02-13 00:25,14000,16000
홍대 관광특구,2023-02-13 00:25,26000,28000
북촌한옥마을,2023-02-13 00:25,500,600
여의도,2023-02-13 00:25,18000,20000
성수카페거리,2023-02-13 00:25,1500,2000
명동 관광특구,2023-02-13 00:25,4500,5000
DMC(디지털미디어시티),2023-02-13 00:25,5000,5500
가로수길,2023-02-13 00:25,7500,8000
압구정로데오거리,2023-02-13 00:25,4500,5000
창동 신경제 중심지,2023-02-13 00:25,14000,16000
노량진,2023-02-13 00:25,6500,7000
쌍문동 맛집거리,2023-02-13 00:25,2000,2500
인사동·익선동,2023-02-13 00:25,4500,5000
영등포 타임스퀘어,2023-02-13 00:25,4500,5000
수유리 먹자골목,2023-02-13 00:25,8500,9000
낙산공원·이화마을,2023-02-13 00:25,200,300
구로디지털단지역,2023-02-13 00:25,5500,6000
선릉역,2023-02-13 00:25,12000,14000
역삼역,2023-02-13 00:25,6000,6500
서울역,2023-02-13 00:25,1500,2000
가산디지털단지역,2023-02-13 00:25,5000,5500
고속터미널역,2023-02-13 00:25,2000,2500
교대역,2023-02-13 00:25,2000,2500
용산역,2023-02-13 00:25,3000,3500
강남역,2023-02-13 00:25,14000,16000
연신내역,2023-02-13 00:25,3500,4000
왕십리역,2023-02-13 00:25,5000,5500
신림역,2023-02-13 00:25,9000,9500
신촌·이대역,2023-02-13 00:25,10000,12000
신도림역,2023-02-13 00:25,800,900
건대입구역,2023-02-13 00:25,10000,12000
국립중앙박물관·용산가족공원,2023-02-13 00:40,300,400
서울숲공원,2023-02-13 00:40,3500,4000
서울대공원,2023-02-13 00:40,600,700
창덕궁·종묘,2023-02-13 00:40,2500,3000
이촌한강공원,2023-02-13 00:40,1500,2000
남산공원,2023-02-13 00:40,5500,6000
경복궁·서촌마을,2023-02-13 00:40,4000,4500
월드컵공원,2023-02-13 00:40,1500,2000
잠실종합운동장,2023-02-13 00:40,1500,2000
광화문·덕수궁,2023-02-13 00:40,2500,3000
반포한강공원,2023-02-13 00:40,900,1000
뚝섬한강공원,2023-02-13 00:40,1000,1500
잠실한강공원,2023-02-13 00:40,1500,2000
망원한강공원,2023-02-13 00:40,800,900
북서울꿈의숲,2023-02-13 00:40,3500,4000
이태원 관광특구,2023-02-13 00:40,3500,4000
강남 MICE 관광특구,2023-02-13 00:40,800,900
종로·청계 관광특구,2023-02-13 00:40,5500,6000
동대문 관광특구,2023-02-13 00:40,18000,20000
잠실 관광특구,2023-02-13 00:40,14000,16000
홍대 관광특구,2023-02-13 00:40,26000,28000
북촌한옥마을,2023-02-13 00:40,400,500
여의도,2023-02-13 00:40,18000,20000
성수카페거리,2023-02-13 00:40,1000,1500
DMC(디지털미디어시티),2023-02-13 00:40,5000,5500
명동 관광특구,2023-02-13 00:40,4500,5000
가로수길,2023-02-13 00:40,7500,8000
압구정로데오거리,2023-02-13 00:40,4500,5000
인사동·익선동,2023-02-13 00:40,4500,5000
쌍문동 맛집거리,2023-02-13 00:40,2000,2500
창동 신경제 중심지,2023-02-13 00:40,14000,16000
노량진,2023-02-13 00:40,6500,7000
영등포 타임스퀘어,2023-02-13 00:40,4000,4500
수유리 먹자골목,2023-02-13 00:40,8500,9000
낙산공원·이화마을,2023-02-13 00:40,200,300
선릉역,2023-02-13 00:40,10000,12000
구로디지털단지역,2023-02-13 00:40,5500,6000
역삼역,2023-02-13 00:40,6500,7000
서울역,2023-02-13 00:40,1000,1500
가산디지털단지역,2023-02-13 00:40,5000,5500
고속터미널역,2023-02-13 00:40,2000,2500
교대역,2023-02-13 00:40,2000,2500
강남역,2023-02-13 00:40,14000,16000
용산역,2023-02-13 00:40,3000,3500
연신내역,2023-02-13 00:40,3500,4000
왕십리역,2023-02-13 00:40,5000,5500
신림역,2023-02-13 00:40,9000,9500
신도림역,2023-02-13 00:40,700,800
건대입구역,2023-02-13 00:40,10000,12000
신촌·이대역,2023-02-13 00:40,10000,12000
국립중앙박물관·용산가족공원,2023-02-13 01:25,200,300
서울숲공원,2023-02-13 01:25,3000,3500
창덕궁·종묘,2023-02-13 01:25,2500,3000
서울대공원,2023-02-13 01:25,500,600
이촌한강공원,2023-02-13 01:25,1000,1500
월드컵공원,2023-02-13 01:25,1500,2000
경복궁·서촌마을,2023-02-13 01:25,4000,4500
남산공원,2023-02-13 01:25,5000,5500
잠실종합운동장,2023-02-13 01:25,1500,2000
광화문·덕수궁,2023-02-13 01:25,2500,3000
반포한강공원,2023-02-13 01:25,600,700
뚝섬한강공원,2023-02-13 01:25,1000,1500
잠실한강공원,2023-02-13 01:25,1500,2000
북서울꿈의숲,2023-02-13 01:25,3500,4000
망원한강공원,2023-02-13 01:25,700,800
이태원 관광특구,2023-02-13 01:25,3000,3500
강남 MICE 관광특구,2023-02-13 01:25,700,800
동대문 관광특구,2023-02-13 01:25,18000,20000
종로·청계 관광특구,2023-02-13 01:25,5000,5500
잠실 관광특구,2023-02-13 01:25,12000,14000
홍대 관광특구,2023-02-13 01:25,22000,24000
북촌한옥마을,2023-02-13 01:25,500,600
여의도,2023-02-13 01:25,16000,18000
성수카페거리,2023-02-13 01:25,1000,1500
DMC(디지털미디어시티),2023-02-13 01:25,5000,5500
명동 관광특구,2023-02-13 01:25,4000,4500
가로수길,2023-02-13 01:25,6500,7000
압구정로데오거리,2023-02-13 01:25,4000,4500
쌍문동 맛집거리,2023-02-13 01:25,1500,2000
인사동·익선동,2023-02-13 01:25,4000,4500
노량진,2023-02-13 01:25,6000,6500
창동 신경제 중심지,2023-02-13 01:25,14000,16000
영등포 타임스퀘어,2023-02-13 01:25,3500,4000
수유리 먹자골목,2023-02-13 01:25,8000,8500
낙산공원·이화마을,2023-02-13 01:25,200,300
구로디지털단지역,2023-02-13 01:25,4500,5000
선릉역,2023-02-13 01:25,10000,12000
역삼역,2023-02-13 01:25,6000,6500
가산디지털단지역,2023-02-13 01:25,4500,5000
서울역,2023-02-13 01:25,1000,1500
고속터미널역,2023-02-13 01:25,1500,2000
교대역,2023-02-13 01:25,2000,2500
용산역,2023-02-13 01:25,2500,3000
연신내역,2023-02-13 01:25,3000,3500
왕십리역,2023-02-13 01:25,4500,5000
강남역,2023-02-13 01:25,12000,14000
신도림역,2023-02-13 01:25,800,900
신촌·이대역,2023-02-13 01:25,9500,10000
신림역,2023-02-13 01:25,8500,9000
건대입구역,2023-02-13 01:25,10000,12000
서울숲공원,2023-02-13 01:40,2500,3000
국립중앙박물관·용산가족공원,2023-02-13 01:40,200,300
창덕궁·종묘,2023-02-13 01:40,2500,3000
서울대공원,2023-02-13 01:40,500,600
이촌한강공원,2023-02-13 01:40,1500,2000
경복궁·서촌마을,2023-02-13 01:40,4000,4500
광화문·덕수궁,2023-02-13 01:40,2500,3000
남산공원,2023-02-13 01:40,4500,5000
잠실종합운동장,2023-02-13 01:40,1500,2000
월드컵공원,2023-02-13 01:40,1500,2000
반포한강공원,2023-02-13 01:40,500,600
뚝섬한강공원,2023-02-13 01:40,1000,1500
잠실한강공원,2023-02-13 01:40,1500,2000
망원한강공원,2023-02-13 01:40,700,800
북서울꿈의숲,2023-02-13 01:40,3500,4000
이태원 관광특구,2023-02-13 01:40,3000,3500
강남 MICE 관광특구,2023-02-13 01:40,600,700
종로·청계 관광특구,2023-02-13 01:40,5000,5500
잠실 관광특구,2023-02-13 01:40,12000,14000
동대문 관광특구,2023-02-13 01:40,16000,18000
홍대 관광특구,2023-02-13 01:40,22000,24000
북촌한옥마을,2023-02-13 01:40,500,600
여의도,2023-02-13 01:40,16000,18000
성수카페거리,2023-02-13 01:40,1000,1500
DMC(디지털미디어시티),2023-02-13 01:40,5000,5500
명동 관광특구,2023-02-13 01:40,4000,4500
가로수길,2023-02-13 01:40,6500,7000
압구정로데오거리,2023-02-13 01:40,4000,4500
인사동·익선동,2023-02-13 01:40,4000,4500
창동 신경제 중심지,2023-02-13 01:40,14000,16000
노량진,2023-02-13 01:40,6000,6500
쌍문동 맛집거리,2023-02-13 01:40,1500,2000
수유리 먹자골목,2023-02-13 01:40,8000,8500
영등포 타임스퀘어,2023-02-13 01:40,3500,4000
낙산공원·이화마을,2023-02-13 01:40,200,300
구로디지털단지역,2023-02-13 01:40,4500,5000
선릉역,2023-02-13 01:40,10000,12000
서울역,2023-02-13 01:40,1000,1500
역삼역,2023-02-13 01:40,6000,6500
가산디지털단지역,2023-02-13 01:40,4500,5000
고속터미널역,2023-02-13 01:40,1500,2000
교대역,2023-02-13 01:40,2000,2500
강남역,2023-02-13 01:40,12000,14000
용산역,2023-02-13 01:40,3000,3500
연신내역,2023-02-13 01:40,3000,3500
신촌·이대역,2023-02-13 01:40,9500,10000
왕십리역,2023-02-13 01:40,4500,5000
신도림역,2023-02-13 01:40,800,900
신림역,2023-02-13 01:40,8000,8500
건대입구역,2023-02-13 01:40,9500,10000
국립중앙박물관·용산가족공원,2023-02-13 02:25,200,300
서울숲공원,2023-02-13 02:25,2500,3000
서울대공원,2023-02-13 02:25,500,600
창덕궁·종묘,2023-02-13 02:25,2500,3000
이촌한강공원,2023-02-13 02:25,1000,1500
월드컵공원,2023-02-13 02:25,1500,2000
경복궁·서촌마을,2023-02-13 02:25,3500,4000
남산공원,2023-02-13 02:25,4500,5000
잠실종합운동장,2023-02-13 02:25,1000,1500
광화문·덕수궁,2023-02-13 02:25,2000,2500
반포한강공원,2023-02-13 02:25,500,600
뚝섬한강공원,2023-02-13 02:25,1000,1500
잠실한강공원,2023-02-13 02:25,1000,1500
망원한강공원,2023-02-13 02:25,700,800
북서울꿈의숲,2023-02-13 02:25,3500,4000
이태원 관광특구,2023-02-13 02:25,2500,3000
강남 MICE 관광특구,2023-02-13 02:25,600,700
동대문 관광특구,2023-02-13 02:25,16000,18000
종로·청계 관광특구,2023-02-13 02:25,4500,5000
잠실 관광특구,2023-02-13 02:25,12000,14000
홍대 관광특구,2023-02-13 02:25,20000,22000
명동 관광특구,2023-02-13 02:25,3500,4000
북촌한옥마을,2023-02-13 02:25,500,600
성수카페거리,2023-02-13 02:25,1000,1500
가로수길,2023-02-13 02:25,6000,6500
압구정로데오거리,2023-02-13 02:25,3500,4000
DMC(디지털미디어시티),2023-02-13 02:25,4500,5000
여의도,2023-02-13 02:25,16000,18000
인사동·익선동,2023-02-13 02:25,4000,4500
쌍문동 맛집거리,2023-02-13 02:25,1500,2000
창동 신경제 중심지,2023-02-13 02:25,14000,16000
노량진,2023-02-13 02:25,6000,6500
영등포 타임스퀘어,2023-02-13 02:25,3000,3500
수유리 먹자골목,2023-02-13 02:25,7500,8000
낙산공원·이화마을,2023-02-13 02:25,200,300
구로디지털단지역,2023-02-13 02:25,4500,5000
선릉역,2023-02-13 02:25,10000,12000
역삼역,2023-02-13 02:25,5500,6000
가산디지털단지역,2023-02-13 02:25,4500,5000
서울역,2023-02-13 02:25,1000,1500
고속터미널역,2023-02-13 02:25,1500,2000
교대역,2023-02-13 02:25,2000,2500
강남역,2023-02-13 02:25,10000,12000
용산역,2023-02-13 02:25,2500,3000
연신내역,2023-02-13 02:25,3000,3500
왕십리역,2023-02-13 02:25,4500,5000
신림역,2023-02-13 02:25,8500,9000
건대입구역,2023-02-13 02:25,10000,12000
신도림역,2023-02-13 02:25,900,1000
신촌·이대역,2023-02-13 02:25,9000,9500
국립중앙박물관·용산가족공원,2023-02-13 02:40,200,300
서울숲공원,2023-02-13 02:40,2500,3000
서울대공원,2023-02-13 02:40,500,600
창덕궁·종묘,2023-02-13 02:40,2500,3000
이촌한강공원,2023-02-13 02:40,1000,1500
남산공원,2023-02-13 02:40,4500,5000
경복궁·서촌마을,2023-02-13 02:40,3500,4000
잠실종합운동장,2023-02-13 02:40,1000,1500
월드컵공원,2023-02-13 02:40,1500,2000
광화문·덕수궁,2023-02-13 02:40,2000,2500
반포한강공원,2023-02-13 02:40,500,600
뚝섬한강공원,2023-02-13 02:40,1000,1500
잠실한강공원,2023-02-13 02:40,1000,1500
망원한강공원,2023-02-13 02:40,700,800
북서울꿈의숲,2023-02-13 02:40,3500,4000
이태원 관광특구,2023-02-13 02:40,2500,3000
강남 MICE 관광특구,2023-02-13 02:40,600,700
종로·청계 관광특구,2023-02-13 02:40,4500,5000
동대문 관광특구,2023-02-13 02:40,16000,18000
잠실 관광특구,2023-02-13 02:40,12000,14000
홍대 관광특구,2023-02-13 02:40,20000,22000
여의도,2023-02-13 02:40,16000,18000
북촌한옥마을,2023-02-13 02:40,500,600
성수카페거리,2023-02-13 02:40,1000,1500
DMC(디지털미디어시티),2023-02-13 02:40,4500,5000
명동 관광특구,2023-02-13 02:40,3500,4000
가로수길,2023-02-13 02:40,6000,6500
압구정로데오거리,2023-02-13 02:40,3500,4000
쌍문동 맛집거리,2023-02-13 02:40,1500,2000
노량진,2023-02-13 02:40,5500,6000
인사동·익선동,2023-02-13 02:40,4000,4500
창동 신경제 중심지,2023-02-13 02:40,14000,16000
영등포 타임스퀘어,2023-02-13 02:40,3000,3500
수유리 먹자골목,2023-02-13 02:40,7500,8000
낙산공원·이화마을,2023-02-13 02:40,200,300
선릉역,2023-02-13 02:40,10000,12000
구로디지털단지역,2023-02-13 02:40,4500,5000
역삼역,2023-02-13 02:40,5500,6000
가산디지털단지역,2023-02-13 02:40,4500,5000
서울역,2023-02-13 02:40,1000,1500
고속터미널역,2023-02-13 02:40,1000,1500
교대역,2023-02-13 02:40,2000,2500
강남역,2023-02-13 02:40,10000,12000
용산역,2023-02-13 02:40,2500,3000
연신내역,2023-02-13 02:40,2500,3000
왕십리역,2023-02-13 02:40,4500,5000
신림역,2023-02-13 02:40,8000,8500
건대입구역,2023-02-13 02:40,9500,10000
신촌·이대역,2023-02-13 02:40,8500,9000
신도림역,2023-02-13 02:40,800,900
국립중앙박물관·용산가족공원,2023-02-13 03:25,200,300
서울숲공원,2023-02-13 03:25,2500,3000
창덕궁·종묘,2023-02-13 03:25,2000,2500
서울대공원,2023-02-13 03:25,500,600
이촌한강공원,2023-02-13 03:25,1000,1500
월드컵공원,2023-02-13 03:25,1500,2000
경복궁·서촌마을,2023-02-13 03:25,3500,4000
잠실종합운동장,2023-02-13 03:25,1000,1500
남산공원,2023-02-13 03:25,4500,5000
광화문·덕수궁,2023-02-13 03:25,2000,2500
반포한강공원,2023-02-13 03:25,600,700
잠실한강공원,2023-02-13 03:25,1000,1500
뚝섬한강공원,2023-02-13 03:25,1000,1500
북서울꿈의숲,2023-02-13 03:25,3500,4000
망원한강공원,2023-02-13 03:25,700,800
이태원 관광특구,2023-02-13 03:25,2500,3000
강남 MICE 관광특구,2023-02-13 03:25,600,700
종로·청계 관광특구,2023-02-13 03:25,4500,5000
동대문 관광특구,2023-02-13 03:25,16000,18000
잠실 관광특구,2023-02-13 03:25,12000,14000
홍대 관광특구,2023-02-13 03:25,18000,20000
북촌한옥마을,2023-02-13 03:25,500,600
성수카페거리,2023-02-13 03:25,1000,1500
여의도,2023-02-13 03:25,16000,18000
명동 관광특구,2023-02-13 03:25,3500,4000
DMC(디지털미디어시티),2023-02-13 03:25,4500,5000
가로수길,2023-02-13 03:25,5500,6000
압구정로데오거리,2023-02-13 03:25,3000,3500
창동 신경제 중심지,2023-02-13 03:25,14000,16000
쌍문동 맛집거리,2023-02-13 03:25,1500,2000
노량진,2023-02-13 03:25,5500,6000
인사동·익선동,2023-02-13 03:25,4000,4500
영등포 타임스퀘어,2023-02-13 03:25,3000,3500
수유리 먹자골목,2023-02-13 03:25,7500,8000
낙산공원·이화마을,2023-02-13 03:25,200,300
구로디지털단지역,2023-02-13 03:25,4500,5000
선릉역,2023-02-13 03:25,10000,12000
역삼역,2023-02-13 03:25,5000,5500
서울역,2023-02-13 03:25,1000,1500
가산디지털단지역,2023-02-13 03:25,4500,5000
고속터미널역,2023-02-13 03:25,1000,1500
강남역,2023-02-13 03:25,10000,12000
교대역,2023-02-13 03:25,1500,2000
용산역,2023-02-13 03:25,2500,3000
연신내역,2023-02-13 03:25,2500,3000
왕십리역,2023-02-13 03:25,4500,5000
신도림역,2023-02-13 03:25,900,1000
신림역,2023-02-13 03:25,7500,8000
건대입구역,2023-02-13 03:25,9000,9500
신촌·이대역,2023-02-13 03:25,8500,9000
국립중앙박물관·용산가족공원,2023-02-13 03:40,200,300
서울숲공원,2023-02-13 03:40,2500,3000
서울대공원,2023-02-13 03:40,500,600
창덕궁·종묘,2023-02-13 03:40,2000,2500
이촌한강공원,2023-02-13 03:40,1000,1500
경복궁·서촌마을,2023-02-13 03:40,3500,4000
남산공원,2023-02-13 03:40,4500,5000
잠실종합운동장,2023-02-13 03:40,1000,1500
월드컵공원,2023-02-13 03:40,1500,2000
광화문·덕수궁,2023-02-13 03:40,2500,3000
반포한강공원,2023-02-13 03:40,600,700
잠실한강공원,2023-02-13 03:40,1000,1500
뚝섬한강공원,2023-02-13 03:40,1000,1500
망원한강공원,2023-02-13 03:40,700,800
북서울꿈의숲,2023-02-13 03:40,3500,4000
이태원 관광특구,2023-02-13 03:40,2500,3000
강남 MICE 관광특구,2023-02-13 03:40,500,600
잠실 관광특구,2023-02-13 03:40,12000,14000
동대문 관광특구,2023-02-13 03:40,14000,16000
